estimator,rot0,trans0,rot,trans,success,strict,improved,worsened,fail,loftr_success,loftr_inliers,fitness,rmse,t_render,t_vggt,t_loftr,t_icp,iou_P0,occ_ratio,render_px,icp_fitness,icp_rmse,T1_rot,T1_trans,s_spread,init_0,init_1,init_2,init_3,init_4,init_5,init_6,init_7,init_8,init_9,init_10,init_11,init_12,init_13,init_14,init_15,est_0,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,est_11,est_12,est_13,est_14,est_15,seq,kf
E-V5b,10.000000000000124,71.90595392976789,1.1951846242405069,3.4493293342672082,1,1,1,0,,,,,,0.006676435470581055,0.8903131484985352,0.0,0.0,0.863453098266756,0.9908446450710494,62914,0.9910542596772846,0.0008587017109350448,0.24857400946659752,3.0139473119231246,0.008183238166754791,0.8068787282480766,-0.19093481031074117,0.5590086011076814,-0.25529247929537513,0.09821583804497663,0.9765128121328672,0.19177167908083323,-0.0989103593910838,-0.5824949502423937,-0.09983299029859993,0.8066802383783499,-0.3396916745568631,0.0,0.0,0.0,1.0,0.8854749595720297,-0.1681504134696075,0.43319688811605145,-0.19524253496765887,0.06826359823367242,0.9691894888970042,0.2366681424231213,-0.12208896615654928,-0.4596457632572106,-0.1799921407202123,0.8696715474957138,-0.36793619286080353,0.0,0.0,0.0,1.0,AP12,0077
E-V5d,10.000000000000124,71.90595392976789,1.091614565563264,3.4056668041572644,1,1,1,0,,,,,,0.006676435470581055,0.8903131484985352,0.0,0.0,0.863453098266756,0.9908446450710494,62914,0.9910542596772846,0.0008587017109350448,0.24857400946659752,3.0139473119231246,0.008183238166754791,0.8068787282480766,-0.19093481031074117,0.5590086011076814,-0.25529247929537513,0.09821583804497663,0.9765128121328672,0.19177167908083323,-0.0989103593910838,-0.5824949502423937,-0.09983299029859993,0.8066802383783499,-0.3396916745568631,0.0,0.0,0.0,1.0,0.8860712246853482,-0.1668984874094246,0.43246119970454017,-0.19517291829863917,0.06683884541021011,0.9691859871128583,0.23708877024432456,-0.1221825679113775,-0.45870513849534866,-0.1811723349300334,0.8699230884447051,-0.3678440395988102,0.0,0.0,0.0,1.0,AP12,0077
E-V5x2,10.000000000000124,71.90595392976789,0.6231494906070341,3.7527309895508254,1,1,1,0,,,,,,0.013346672058105469,1.7822020053863525,0.0,0.0,0.863453098266756,0.9908446450710494,62914,0.9910542596772846,0.0008587017109350448,0.24857400946659752,3.0139473119231246,0.008183238166754791,0.8068787282480766,-0.19093481031074117,0.5590086011076814,-0.25529247929537513,0.09821583804497663,0.9765128121328672,0.19177167908083323,-0.0989103593910838,-0.5824949502423937,-0.09983299029859993,0.8066802383783499,-0.3396916745568631,0.0,0.0,0.0,1.0,0.8885586159100689,-0.16070535995819377,0.4296944621288211,-0.19492488530839788,0.05978516929749616,0.9692128432956645,0.23885594843008684,-0.12285891510584901,-0.4548508157632609,-0.18654815080292725,0.8708102670160536,-0.36833023575884455,0.0,0.0,0.0,1.0,AP12,0077
E-VI,10.000000000000124,71.90595392976789,0.012460340471139487,0.034626170043752326,1,1,1,0,,,,0.999916394950255,0.000806736646747004,0.0,0.0,0.0,0.052797794342041016,0.863453098266756,0.9908446450710494,62914,0.9910542596772846,0.0008587017109350448,0.24857400946659752,3.0139473119231246,0.008183238166754791,0.8068787282480766,-0.19093481031074117,0.5590086011076814,-0.25529247929537513,0.09821583804497663,0.9765128121328672,0.19177167908083323,-0.0989103593910838,-0.5824949502423937,-0.09983299029859993,0.8066802383783499,-0.3396916745568631,0.0,0.0,0.0,1.0,0.8918413144318406,-0.15105420788942586,0.4263820509392303,-0.19236899260766452,0.05127038343055537,0.9702777469979459,0.23650033313471788,-0.1205792227391428,-0.4494333795256226,-0.18905999274314675,0.8730784358173136,-0.3668372629359922,0.0,0.0,0.0,1.0,AP12,0077
E-V2,10.00000000000027,50.30090621193865,0.6061386659385025,4.349973683608665,1,1,1,0,,,,,,0.0013175010681152344,0.31062865257263184,0.0,0.0,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7649968248570805,-0.5734699186326399,0.29310774012071833,-0.09234795900203607,0.40209786169141176,0.7808003714677791,0.47819257910940316,-0.20793814407530606,-0.5030876904631303,-0.2479578075794642,0.8279008078418867,-0.33446873015700257,0.0,0.0,0.0,1.0,AP12,0099
E-L,10.00000000000027,50.30090621193865,0.21168930636420996,1.3476950336171527,1,1,1,0,,1.0,605.0,,,0.0,0.0,0.18079924583435059,0.0,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7645694840972224,-0.5797973656260806,0.28154665474901885,-0.08674912456824047,0.4109854797312896,0.7750442091376333,0.47999730138018637,-0.20862817221232813,-0.4965122752131597,-0.25127970211554274,0.8308634495916739,-0.33440968403926524,0.0,0.0,0.0,1.0,AP12,0099
E-I,10.00000000000027,50.30090621193865,0.6310540465637554,4.494090781758263,1,1,1,0,,,,0.9805628327558523,0.0009483015837267893,0.0,0.0,0.0,0.07329797744750977,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7670600954297488,-0.5797872776043579,0.27470988829569154,-0.08369997547571345,0.41311136492108597,0.773948601078248,0.4799401661270491,-0.20848719550506145,-0.49087453608059706,-0.2546571727188316,0.8331818014158189,-0.3351804466526949,0.0,0.0,0.0,1.0,AP12,0099
E-V5b,10.00000000000027,50.30090621193865,1.7049034429035645,7.654250360797177,1,1,1,0,,,,,,0.006563663482666016,0.896007776260376,0.0,0.0,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7741282115487784,-0.5636618293884661,0.2881160855001989,-0.0917298610196007,0.38472657797583165,0.7803623826988567,0.4929706194164425,-0.21467670748297774,-0.502703668522075,-0.27077656886771995,0.8209561880017568,-0.33121720397398613,0.0,0.0,0.0,1.0,AP12,0099
E-V5d,10.00000000000027,50.30090621193865,1.7579051270959236,7.610133619925237,1,1,1,0,,,,,,0.006563663482666016,0.896007776260376,0.0,0.0,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7743118993986016,-0.5643698102957319,0.286230369239744,-0.0915913084809296,0.3849127051483416,0.779074479686685,0.49485875164159276,-0.21475197973609636,-0.502278108150626,-0.2730013348253907,0.8204797161409714,-0.3313215980640735,0.0,0.0,0.0,1.0,AP12,0099
E-V5x2,10.00000000000027,50.30090621193865,0.369586008904292,3.7772143780193197,1,1,1,0,,,,,,0.013118743896484375,1.7868735790252686,0.0,0.0,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7650732515216027,-0.5771686774609727,0.2855507700384764,-0.08883729372882847,0.40490765328178835,0.7759950460885655,0.48361294630968943,-0.21228956578200978,-0.5007122292744461,-0.25437761560270955,0.827393090860686,-0.33369971754402267,0.0,0.0,0.0,1.0,AP12,0099
E-VI,10.00000000000027,50.30090621193865,0.021064622505085385,0.1672811306144163,1,1,1,0,,,,1.0,0.0007879614399369951,0.0,0.0,0.0,0.04665327072143555,0.861001994319212,1.0483586656467223,60134,0.9805628327558523,0.0009483015837267893,0.34970533063663806,2.466360182013187,0.008556671221064736,0.8452784220460197,-0.48988917475969496,0.2133377268010872,-0.055049406429267075,0.31150545730007506,0.7761997287177013,0.5481590382460526,-0.2431073884831457,-0.4341298645516817,-0.39689114073235604,0.8087080332929232,-0.318293573926105,0.0,0.0,0.0,1.0,0.7631010872278854,-0.5798726030532542,0.28534978431084285,-0.08822812963281998,0.4099521186622477,0.7756468753916267,0.47990747656004284,-0.20862197205197683,-0.4996158679435049,-0.24923814723916762,0.8296169992517222,-0.33408229448918325,0.0,0.0,0.0,1.0,AP12,0099
E-V2,9.99999999999983,70.79966365933876,0.32005280078750864,1.9098383538913521,1,1,1,0,,,,,,0.0012905597686767578,0.31121158599853516,0.0,0.0,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9440477287787015,0.08481540580324427,0.31871647179590684,-0.13683838453688887,-0.13568615313162988,0.9806768906623256,0.1409331023726179,-0.06100534265031682,-0.30060457544809716,-0.17629299942810944,0.9373140599687408,-0.3528369295632124,0.0,0.0,0.0,1.0,AP12,0223
E-L,9.99999999999983,70.79966365933876,0.21841959135905226,1.4579959584234414,1,1,1,0,,1.0,670.0,,,0.0,0.0,0.18760371208190918,0.0,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9440293110368949,0.08729233020735129,0.31810172742406884,-0.13581807653194544,-0.13671407025561852,0.9811640684113303,0.13647832741013333,-0.05935533447056616,-0.3001964738256392,-0.17232852330794332,0.9381817292812498,-0.35246725696393016,0.0,0.0,0.0,1.0,AP12,0223
E-I,9.99999999999983,70.79966365933876,0.41327613353989723,2.864597193341437,1,1,1,0,,,,0.9415544406302262,0.0010021169777707888,0.0,0.0,0.0,0.07232785224914551,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9451487346598946,0.08648697213062578,0.3149823376357417,-0.13447798023095775,-0.1353010945301309,0.9813523155490594,0.13653295054838596,-0.059296505594606995,-0.2973003249069004,-0.17166140048996384,0.9392256812886219,-0.35290816832960564,0.0,0.0,0.0,1.0,AP12,0223
E-V5b,9.99999999999983,70.79966365933876,0.6239301172968418,4.007352397342141,1,1,1,0,,,,,,0.006014585494995117,0.8894715309143066,0.0,0.0,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9391247306277234,0.0903909375828669,0.3314727685509894,-0.14061429277470994,-0.14168137658797705,0.9808079174180022,0.13394868803437454,-0.05845867668891893,-0.31300336813831237,-0.1727580398439208,0.9339076923184995,-0.3500919353188382,0.0,0.0,0.0,1.0,AP12,0223
E-V5d,9.99999999999983,70.79966365933876,0.40360718450182,3.457209446512804,1,1,1,0,,,,,,0.006014585494995117,0.8894715309143066,0.0,0.0,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9406201570629195,0.08906313907120637,0.3275690078510226,-0.14019856605795755,-0.14095694848165077,0.9803195296057231,0.13822008889697165,-0.05981933600499388,-0.30881198068736737,-0.1761857256705477,0.9346623867522765,-0.3502971310699332,0.0,0.0,0.0,1.0,AP12,0223
E-V5x2,9.99999999999983,70.79966365933876,0.46815309725229093,3.5742361982125206,1,1,1,0,,,,,,0.012201309204101562,1.7755146026611328,0.0,0.0,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9407650316537018,0.08698794154560117,0.32771064449398274,-0.1400535251197424,-0.13975312658944464,0.9800908767262987,0.14103528962162207,-0.0608239072239838,-0.3089178432687144,-0.17847965726724346,0.9341920460763224,-0.3503502808768634,0.0,0.0,0.0,1.0,AP12,0223
E-VI,9.99999999999983,70.79966365933876,0.0,0.015543878140526496,1,1,1,0,,,,0.9998239591585247,0.0007518292504777368,0.0,0.0,0.0,0.04764366149902344,0.8923425692695214,1.024823125126339,74205,0.9415544406302262,0.0010021169777707888,0.33454317013325935,3.6623290319787105,0.007832052889504658,0.97545818629638,0.14589611918657486,0.16491103417804895,-0.07080318980404632,-0.16263195211774684,0.9822997915557934,0.09294066741645454,-0.04141130215706195,-0.148432391807677,-0.11747953828536217,0.9819197437400425,-0.36884318930889726,0.0,0.0,0.0,1.0,0.9427807364083768,0.0875151817205369,0.3217228455706701,-0.13714997843315022,-0.13763203093753637,0.9810388274164894,0.13645607039671107,-0.05939357076823091,-0.30368062529736406,-0.1729275245425071,0.9369493849058127,-0.35184180135178816,0.0,0.0,0.0,1.0,AP12,0223
E-V2,10.000000000000197,80.06069801142603,0.4697857337951794,3.343273986928757,1,1,1,0,,,,,,0.0012164115905761719,0.30935001373291016,0.0,0.0,0.942851152411903,1.023048373514643,64126,0.9337974517273085,0.0009649594038351628,0.3971150347363976,2.7606467705925706,0.00864442258800706,0.0725779127482949,0.5955966760558573,0.7999981537805659,-0.3945911691690546,-0.9439359739699287,0.30002486969709286,-0.13773145831176065,0.04899739613604432,-0.32205174060474034,-0.745150774698957,0.5839803073212325,-0.21125716525756566,0.0,0.0,0.0,1.0,0.06444401201687691,0.7165768852541007,0.6945247165512957,-0.3452317779669484,-0.9331600401972493,0.2899063006614676,-0.21252458910870295,0.08392412081408135,-0.3536372975732389,-0.6344067380314953,0.6873636241754578,-0.2609045260599346,0.0,0.0,0.0,1.0,AP12,0266
E-L,10.000000000000197,80.06069801142603,0.1955240920329713,1.3488470266696522,1,1,1,0,,1.0,775.0,,,0.0,0.0,0.19645953178405762,0.0,0.942851152411903,1.023048373514643,64126,0.9337974517273085,0.0009649594038351628,0.3971150347363976,2.7606467705925706,0.00864442258800706,0.0725779127482949,0.5955966760558573,0.7999981537805659,-0.3945911691690546,-0.9439359739699287,0.30002486969709286,-0.13773145831176065,0.04899739613604432,-0.32205174060474034,-0.745150774698957,0.5839803073212325,-0.21125716525756566,0.0,0.0,0.0,1.0,0.06482538838644186,0.7201433822101762,0.6907902562134425,-0.34662906912283253,-0.9328180400194386,0.2896280283825148,-0.21439708344459832,0.08471700797445952,-0.3544688607407423,-0.6304832386623325,0.6905379877537626,-0.263052944657385,0.0,0.0,0.0,1.0,AP12,0266
E-I,10.000000000000197,80.06069801142603,0.01506213252718339,0.1009788774186595,1,1,1,0,,,,0.9337974517273085,0.0009649594038351628,0.0,0.0,0.0,0.08170366287231445,0.942851152411903,1.023048373514643,64126,0.9337974517273085,0.0009649594038351628,0.3971150347363976,2.7606467705925706,0.00864442258800706,0.0725779127482949,0.5955966760558573,0.7999981537805659,-0.3945911691690546,-0.9439359739699287,0.30002486969709286,-0.13773145831176065,0.04899739613604432,-0.32205174060474034,-0.745150774698957,0.5839803073212325,-0.21125716525756566,0.0,0.0,0.0,1.0,0.06739305644983128,0.7215998399389045,0.6890223849357117,-0.3459137222028548,-0.9326042268669532,0.290969503656027,-0.21350902550491402,0.08437914550443777,-0.35455257998249434,-0.6281961627885918,0.69257638501861,-0.2640869586408962,0.0,0.0,0.0,1.0,AP12,0266
E-V5b,10.000000000000197,80.06069801142603,0.38250390347463015,4.336548124471933,1,1,1,0,,,,,,0.006361961364746094,0.8842415809631348,0.0,0.0,0.942851152411903,1.023048373514643,64126,0.9337974517273085,0.0009649594038351628,0.3971150347363976,2.7606467705925706,0.00864442258800706,0.0725779127482949,0.5955966760558573,0.7999981537805659,-0.3945911691690546,-0.9439359739699287,0.30002486969709286,-0.13773145831176065,0.04899739613604432,-0.32205174060474034,-0.745150774698957,0.5839803073212325,-0.21125716525756566,0.0,0.0,0.0,1.0,0.06489348888531296,0.7174821033651234,0.6935476062805497,-0.3433430527707183,-0.9325814188090921,0.2909098361301738,-0.21368994287443102,0.08471315252065625,-0.35507853048034493,-0.6329225000446468,0.6879886387764954,-0.2607073069183908,0.0,0.0,0.0,1.0,AP12,0266
